timestamp,tx_type,received_amount,received_currency,sent_amount,sent_currency,fee,fee_currency,comment,txid,url,exchange,wallet_address
2022-04-01 05:35:53,_UNKNOWN,95.00250756,SOL,,,,,solanart,61nyFGxWDkRcaJVT4jpAWp3xEjhaWYMDm8VUTU7M33opqFNZpbEHHA5eXhDR1bXStBnXeCxcbtMrL44k2VAb6jYH,https://solscan.io/tx/61nyFGxWDkRcaJVT4jpAWp3xEjhaWYMDm8VUTU7M33opqFNZpbEHHA5eXhDR1bXStBnXeCxcbtMrL44k2VAb6jYH,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-01 05:35:24,_UNKNOWN,95.00250756,SOL,,,,,solanart,5H1wsXAH9g2bvbLbwWirtYGSqi2kqZs79QdAY9yU8nGk8NtnBF38j6419vFFJX5KD3AKsYt8FexA9kt4TaKjKpVf,https://solscan.io/tx/5H1wsXAH9g2bvbLbwWirtYGSqi2kqZs79QdAY9yU8nGk8NtnBF38j6419vFFJX5KD3AKsYt8FexA9kt4TaKjKpVf,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-01 05:30:52,_UNKNOWN,95.00200644,SOL,,,,,,4sfT3koKtQmtcW7XNE3bASUyZEN2kDxXLi1ZcHJHivRZqzwCCsyQh6pBKrZF4iUwBP7G74qddtcNq7g3AWtCKB7i,https://solscan.io/tx/4sfT3koKtQmtcW7XNE3bASUyZEN2kDxXLi1ZcHJHivRZqzwCCsyQh6pBKrZF4iUwBP7G74qddtcNq7g3AWtCKB7i,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-01 04:53:43,_UNKNOWN,0.00251256,SOL,,,,,solanart,4vxMiDFYfaTzTk3qJC7s7csXK8rHqcdPLfbZp47vtBBMyKLrUXFu7z9zodRb12QzYPe13cdX8roUMxvCB3yGT83Y,https://solscan.io/tx/4vxMiDFYfaTzTk3qJC7s7csXK8rHqcdPLfbZp47vtBBMyKLrUXFu7z9zodRb12QzYPe13cdX8roUMxvCB3yGT83Y,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 20:31:41,_UNKNOWN,0.00251256,SOL,,,,,solanart,4zDr3g73goh3feDa5yrgMUCzVNpy94seyWD29XXXkcXYgSmFByax4yDQh1QYvySkMvNUffNNYKfYB3gTFe52pe3s,https://solscan.io/tx/4zDr3g73goh3feDa5yrgMUCzVNpy94seyWD29XXXkcXYgSmFByax4yDQh1QYvySkMvNUffNNYKfYB3gTFe52pe3s,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 20:05:50,_UNKNOWN,95.0,SOL,,,,,solanart,5qjStLzwK1rxxLZzaR5d6prwscWm95umVxewnNjH5LaByG3n9yZjunvB4GcUoSNj2d74aqAyAwqVYxWrUYfEqVk6,https://solscan.io/tx/5qjStLzwK1rxxLZzaR5d6prwscWm95umVxewnNjH5LaByG3n9yZjunvB4GcUoSNj2d74aqAyAwqVYxWrUYfEqVk6,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 18:51:57,_UNKNOWN,5.797037519,SOL,5166.592849625,MNDE,,,,2Aq1tR1iKysK6BqjDKRXcMCw5FrRpX4xPdhQpvqdRREqQoSQUSXctpYPy2j7pTPWzvrbMHfamBP8Tt899QC1NG5S,https://solscan.io/tx/2Aq1tR1iKysK6BqjDKRXcMCw5FrRpX4xPdhQpvqdRREqQoSQUSXctpYPy2j7pTPWzvrbMHfamBP8Tt899QC1NG5S,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 18:44:39,_UNKNOWN,25.245459129,SOL,23122.3,MER,,,,46Z9K2tKYKk4S5GPRuqmUDxoWMypmU96LcEkagycfbbJGwhEqSN3WkQLw2tGAfiWrnpX9suuSPLpXCP69UWpASUs,https://solscan.io/tx/46Z9K2tKYKk4S5GPRuqmUDxoWMypmU96LcEkagycfbbJGwhEqSN3WkQLw2tGAfiWrnpX9suuSPLpXCP69UWpASUs,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 18:41:06,TRADE,9.367832808,SOL,32250.109399,SBR,,,,3TdQg4UMfEhZKkW7DxWpYtubuYm5uJu3CXn3XNQKtoRFR22N7m6t9YUfzk4ZkmqBrbwwB4B3Bb4FSUCxWhNe2XpS,https://solscan.io/tx/3TdQg4UMfEhZKkW7DxWpYtubuYm5uJu3CXn3XNQKtoRFR22N7m6t9YUfzk4ZkmqBrbwwB4B3Bb4FSUCxWhNe2XpS,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 18:36:47,_UNKNOWN,32250.109388,SBR,,,0.000005000,SOL,,5jkSmyMXdFDES2B93wW8YZuvypAYMxnLX9G9QzbocrLyaH5X4zBKgPFMsAC8mnF2UDsAiECpa3FHpmBy31TDhNkT,https://solscan.io/tx/5jkSmyMXdFDES2B93wW8YZuvypAYMxnLX9G9QzbocrLyaH5X4zBKgPFMsAC8mnF2UDsAiECpa3FHpmBy31TDhNkT,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 18:31:09,TRANSFER,1029.139987223,MNDE,,,,,,6655Wn8WbmPAZPLjYsBNcYMz6dwep9PmdASEL9SttaNxoryXE2rrj8DuaDUCWYEDZnZ2RNyc3ji9JTXctJKAFXA7,https://solscan.io/tx/6655Wn8WbmPAZPLjYsBNcYMz6dwep9PmdASEL9SttaNxoryXE2rrj8DuaDUCWYEDZnZ2RNyc3ji9JTXctJKAFXA7,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 18:30:50,TRANSFER,4605.758494,MER,,,,,,tHZybfAtmXrPHtphfMCE6qtnzFTmnF7tb1pjVUV1UcSGYZWUuXK9gL2Yka3LKAD1LW9FAyyUrAVKdfURkCc8gp3,https://solscan.io/tx/tHZybfAtmXrPHtphfMCE6qtnzFTmnF7tb1pjVUV1UcSGYZWUuXK9gL2Yka3LKAD1LW9FAyyUrAVKdfURkCc8gp3,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-03-31 18:12:35,_UNKNOWN,95.0,SOL,,,,,solanart,4jf5X6UqkxDdypcEgj2NZv8ANMvmGZBpG3n2pcWtfYTNG4WhoevaeDCVoUKss1d9dfFdCf6giLmSkk6TJdSH9fiD,https://solscan.io/tx/4jf5X6UqkxDdypcEgj2NZv8ANMvmGZBpG3n2pcWtfYTNG4WhoevaeDCVoUKss1d9dfFdCf6giLmSkk6TJdSH9fiD,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
